,sentence
10600,황희찬은 구단에서 한 고강도의 오전 훈련을 마친 후 집에서도 개인 트레이너와 훈련을 했다.
10601,선생님들이 한국에서 영국까지 오셔서 시즌 준비를 도와주고 계신다라고 설명했다.
10602,황희찬은 미리 장을 봐둔 고기와 할머니 고추장으로 만든 찌개로 팀 황소 동료들에게 대접했다.
10603,황희찬은 “축구선수가 유럽에서 뛰는 기회가 쉽게 오는 것도 아니고 여기서 하고 싶다고 끝까지 할 수 있는 것도 아니지 않나.
10604,식사 후 팀 황소 멤버들은 경기 후 다른 팀 선수들과 교환한 유니폼을 보여달라고 했다.
10605,황희찬이 수북하게 유니폼을 들고 나오자 축구 팬인 코드 쿤스트와 파비앙은 한 눈에 어떤 구단 유니폼인지를 알아봤다.
10606,엘링 홀란을 시작으로 손흥민과 첫 코리안 더비 때 교환한 유니폼도 공개 됐다.
10607,이어 황ㅎ의찬은 “이건 내가 진짜 좋아한다라고 네이마르의 유니폼을 공개했다.
10608,네이마르 영상은 안 본 영상이 없을 거다라며 “저한테는 아이돌인 선수와 같은 경기장에서 같이 경기를 할 수 있었던 걸로 너무 영광이었다라고 말했다.
10609,루나 인스타헤럴드POP배재련 기자그룹 에프엑스 출신 루나가 섹시한 글래머 수영복 자태를 자랑해 화제다.
10610,이어 어릴적부터 아버지께서 노래에 기본은 호흡과 발성이기에 절대로 놓치고 가지 말라 꾸준히 연습해라 라고 말씀하셨습니다.
10611,아이돌 생활을 하면서 춤과 노래를 병행해야 하다보니 호흡이 가빠져 점점 흉식호흡을 쓰게 되고 성대와 몸이 망가지는 것을 몸소 느끼게 되었습니다.
10612,그래서 요새 ‘기본에 충실하자’ 라는 마음가짐을 갖고 하나하나 연습해가며 만들어 가고 있습니다라는 멘트도 더했다.
10613,공개된 사진 속 루나는 수영복을 입은 채 우월한 S라인 몸매를 자랑하고 있어 눈길을 끈다.
10614,공개된 사진 속 박희순은 한 카페의 야외 테이블에 앉아 카메라를 응시하고 있다.
10615,이어진 사진에서는 횡단보도를 배경으로 서서 머리 위에 브이를 그려보이며 루피피스를 선보여 시선을 모았다.
10616,최근 디즈니+ 오리지널 시리즈 무빙에 출연을 확정지은데 이어 SBS 드라마 트롤리에도 출연을 확정지으며 열일 행보를 이어가고 있다.
10617,(엑스포츠뉴스 김예은 기자) 송가인의 팬클럽 ‘어게인’이 청주에서 특별한 추억을 쌓는다.
10618,송가인의 팬클럽 ‘어게인’은 콘서트를 관람하기 위해 전국 각지에서 버스를 대절해 이른 시간부터 다 함께 청주로 향했다.
10619,‘어게인’의 상징인 핑크색 응원봉과 슬로건 티셔츠 등을 맞춰 입고 아이돌 팬덤 못지않은 화력을 자랑해 눈길을 끈다.
10620,공연마다 막강한 티켓파워 입증은 물론 일일이 팬들과 소통하며 고품격 라이브를 선보여 ‘콘서트형 가수’의 위엄을 자랑하고 있다.
10621,‘국정농단’에 연루됐던 차은택 감독이 연출에 나섰다는 점 또한 시선을 모은다.
10622,혜주는 “차은택 감독님과 직접 얘기를 나누면서 저희의 이야기 바탕으로 스토리를 짰다.
10623,이에 대해서는 “제 자신에 대해서 잘 몰랐는데 ‘방과후 설렘’에 출연해서 선생님들과 같이 얘기 해보고 트레이닝을 받고 하다 보니 내가 정말 노래를 하고 싶었다는 걸 알게 됐고 차차 제 자신을 사랑하게 됐다며 “힘든 순간보다는 이제의 저를 사랑하는 그런 모습이 뮤비에 담겼다고 설명했다.
10624,‘틱틱붐’과 ‘질러스’를 더블 타이틀곡으로 내세워 한층 더 세련되고 도도한 매력을 보여준다.
10625,‘Lush’는 영국에서 쓰이는 은어로 ‘미치도록 갖고 싶은 사람 또는 물건’을 뜻하는데 뉴 호프 클럽은 이를 ‘Love U So Hard’라는 뜻으로 재해석에 곡명을 ‘L.
10626,U. S. H. ’는 뉴 호프 클럽 특유의 활기차고 기분 좋은 에너지가 돋보이며 경쾌하고 밝은 기타 사운드 위로 한 번만 들어도 귀와 입에서 맴도는 중독성 강한 코러스 부분이 매력적인 곡이다.
10627,유니버설뮤직 제공같은 날 공개되는 또 다른 싱글 ‘Walk It Out’ 역시 따라 부르고 싶은 후크 부분과 리듬을 절로 타고 싶은 멜로디가 인상적이다.
10628,뉴 호프 클럽은 이번 두 신곡에 대해 “듣는 순간 몸이 반응할 것이고 외출을 준비할 때나 드라이브할 때 이 노래들을 꼭 들어달라고 전했다.
10629,특히 ‘더 쇼’ 출연 당시 ‘K-패치’가 완벽하게 된 엔딩 포즈를 연출하며 포털 뉴스 연예면을 장식해 화제를 모은 바 있다.
10630,항상 응원해줘서 고맙다며 “곧 다시 한국을 찾을 예정이니 그때까지 건강하고 안전하게 있어달라고 SNS를 통해 내한 소감을 전했다.
10631,유니버설뮤직 제공뉴 호프 클럽은 기타와 브릿팝 사운드를 중심으로 활동하는 영국 맨체스터 출신 밴드로 리스 비비(Reece Bibby) 블레이크 리처드슨(Blake Richardson) 조지 스미스(George Smith)로 구성돼 있다.
10632,뉴 호프 클럽의 리드 싱어인 블레이크 리처드슨은 비틀스 매니저 브라이언 엡스타인(Brian Epstein)의 전기 영화 ‘미다스 맨(Midas Man)’에서 폴 매카트니(Paul McCartney)의 젊은 시절을 연기해 배우로서 데뷔를 앞두고 있다.
10633,가상인간 전문 매니지먼트사인 메가메타(나병우 대표) 측은 ‘MIXREMIX’는 도입부부터 기타 멜로디부터 파격적이고 곡 전체 Hook 파트에는 메인 멜로디의 신스테마 아래에 강한 드럼앤베이스 사운드로 색다른 분위기가 연출된다며 곡 전체적으로 믹스롱의 개성과 분위기가 어우러져 신나고 경쾌한 느낌을 받을 수 있는 EDM 장르다고 곡을 소개했다.
10634,믹스롱은 DJ겸 프로듀서이며 한국의 전통 가래떡을 모티브로 제작된 캐릭터 휴먼으로 캐릭터에 인간의 DNA를 결합한 아티스트 모델이다.
10635,한편 믹스롱은 자신의 SNS를 통해 “이번 첫 런칭 쇼케이스 무대에서 어떤 음악과 퍼포먼스를 하는 아티스트인지 보여드리기 위해 최선을 다해 준비했다.
10636,캐릭터 휴먼이 가지고 있는 새로운 세계관을 경험할 수 있는 즐거운 시간이 될 수 있었으면 한다고 전했다.
10637,특히 지젤이 두 손으로 얼굴을 가리고 있고 옆에서 전소미가 지젤을 바라보며 웃음 터뜨리는 사진에선 두 사람의 남다른 친분이 고스란히 느껴진다.
10638,네티즌들은 지젤 전소미의 인증샷에 반가워하며 둘의 우정과 미모에 하트 이모티콘으로 화답했다.
10639,사진KBS Joy ‘이십세기 힛트쏭‘KBS Joy 예능 이십세기 힛트쏭이 명실상부한 남자 그룹 메인 보컬들을 소환한다.
10640,비주얼 메인 보컬 위엄을 보여준 김영민의 과거 무대 영상에는 노래도 혼자 다 하고 얼굴도 제일 잘생겼다 라이브를 음원처럼 불렀구나 등 칭찬 댓글이 넘쳐난다고.
10641,김희철 역시 나도 록 밴드가 좋아서 SM에 입사했지만 아이돌로 데뷔했다라고 밝히며 동질감을 느낀다.
10642,김희철이 힛트쏭을 통해 처음 들었던 H. O. T. 의 노래는 무엇일지 궁금증이 모인다.
10643,최근 진행된 ‘편스토랑’ 스튜디오 녹화에서 다현은 “신곡 제목은 ‘Talk That Talk’이다라며 밝은 표정을 소개했다.
10644,누구나 따라하기 쉬운 트와이스의 포인트 안무에 ‘편스토랑’ 식구들도 너나할 것 없이 따라 하기 시작했다고.
10645,한지혜는 트와이스 신곡 포인트 안무의 특징을 완벽하게 캐치 상큼하게 따라했다.
10646,이에 MC 붐은 “아이돌 느낌이다라며 감탄한 반면 한지혜는 민망해하며 부끄러운 반응을 보였다고.
10647,NEW 편셰프로 등장한 김규리가 화가로 활동하는 이야기들을 들려주자 다현은 관심을 보이며 “저도 그림 배운 지 조금 됐다.
10648,그림 그릴 때는 다른 생각들을 잊고 오직 그림에만 집중할 수 있어서 좋더라라며 그림 그리기 취미에 푹 빠진 경험담을 수줍게 놓는 것.
10649,원칙주의자인 단장 정우(배인혁 분) 옆에서 철저한 성과주의자로 조언하며 응원단의 밸런스를 맞춰 나가는 역할을 담당한다.
10650,공개된 스틸 속 장규리는 단숨에 시선을 강탈시키는 블링블링한 응원단복 자태를 뽐내고 있다.
10651,특히 관중이 보내는 열띤 호응에 에너지를 얻는 듯 장규리의 한껏 상기된 표정에서 무대를 즐기는 응원단 부단장의 애정이 고스란히 드러난다.
10652,또한 신입 단원들의 응원 연습을 매의 눈으로 예의주시하고 그들에게 응원 동작을 가르쳐주는 모습에서는 매서운 카리스마가 물씬 느껴져 태초희 캐릭터에 대한 궁금증을 끌어올린다.
10653,한편 장규리는 “극중 태초희는 자기 편이라고 생각하는 사람은 자신만의 방식대로 챙긴다.
10654,드라마를 보실 때 초희의 그런 면을 집중해서 보시면 재미있으실 것이라며 “자기 생각을 당차고 시원시원하게 이야기하는 점이 태초희의 가장 큰 매력포인트라고 말했다.
10655,특히 응원단 ‘테이아’ 부단장으로 분한 만큼 장규리의 색다른 도전이 예고되는 바.
10656,스스로를 잘 꾸미는 캐릭터라 다양한 옷과 헤어스타일에 도전했고 춤을 꽤 오래 췄음에도 불구하고 대학 응원단의 춤은 완전히 달라서 표현하기 어려웠지만 새롭고 재미있었다며 자신감을 드러냈다.
10657,NCT 도영 X 배우 김민하 Fallin’ 온라인 커버 - 아이돌스쿨 제공NCT 멤버 도영과 배우 김민하가 달달한 듀엣곡으로 올가을을 녹인다.
10658,‘Fallin’’은 청량하면서도 부드러운 도영의 보컬과 포근하고 감미로운 김민하의 음색을 더해 쌀쌀한 가을을 따스하게 녹여줄 듀엣곡이다.
10659,NCT 멤버 도영과 AppleTV+ 오리지널 시리즈 ‘파친코’의 선자 역으로 전 세계를 사로잡은 김민하의 깜짝 컬래버레이션에 팬들의 기대가 쏠리고 있다.
10660,가상인간 전문 매니지먼트사 메가메타(나병우 대표)는 믹스리믹스는 전체적으로 믹스롱의 개성과 분위기가 어우러져 신나고 경쾌한 느낌을 받을 수 있는 EDM 장르라고 소개했다.
10661,믹스롱은 DJ겸 프로듀서이며 떡볶이로 친숙한 한국의 전통 가래떡을 모티브로 제작된 캐릭터 휴먼으로 캐릭터에 인간의 DNA를 결합한 아티스트 모델이다.
10662,최근 가상인간들이 광고계에서 활약하고 있는 가운데 새롭게 도전장을 내밀었다.
10663,믹스롱은 SNS를 통해 “론칭 쇼케이스 무대에서 어떤 음악과 퍼포먼스를 하는 아티스트인지 보여드리기 위해 최선을 다해 준비했다.
10664,캐릭터 휴먼이 가진 새로운 세계관을 경험할 수 있는 즐거운 시간이 될 수 있었으면 한다고 기대를 당부했다.
10665,뷔는 데뷔 초부터 완성형 비주얼과 남다른 끼로 무장한 무대에서 뭘 해야 하는지를 아는 멤버였다.
10666,정형화된 안무 위에 자기만의 멋을 더하고 큰 키와 화려한 비주얼로 종합 시각예술인 K팝의 묘미를 극대화시킨다.
10667,일본 유명 음악 전문 매체 리얼 사운드(real sound)는 퍼포먼스 전반에서 자연스러운 춤선을 표현하는 것은 뷔가 가장 잘할 것이다.
10668,아이돌적인 측면에서 외모와 캐릭터가 모두 중요한 역할을 하는 동시에 퍼포먼스 측면에서는 전체의 맛을 결정하는데 중요한 엑센트를 담당하고 있는 멤버라는 극찬을 남겼다.
10669,뷔의 아이디어가 더해져 더 몰입도 높게 완성된 세기의 장면은 영국 BBC가 선정한 그래미 어워즈 최고의 순간에 선정됐다.
10670,홍콩 인기 아이돌 그룹 미러 콘서트장에서 참변…남은 공연 모두 취소존 리카추보안장관 문화체육관광국 안전 요구 사항 검토 지시할 것무대 천장과 스크린 연결하던 케이블 끊겨 사고난 듯 홍콩에서 열린 아이돌 그룹 미러의 공연 도중 대형 스크린이 무대 위로 떨어지는 모습.
10671,/ 사진AP홍콩 인기 아이돌 그룹 미러의 콘서트에서 대형 스크린이 떨어지는 사고가 발생했습니다.
10672,홍콩에서 열린 아이돌 그룹 미러의 공연 도중 대형 스크린이 무대 위로 떨어지는 모습.
10673,다른 한 명은 머리에 부상을 입었지만 생명에는 지장이 없는 것으로 알려졌습니다.
10674,/ 사진AP이날 사고로 공연은 즉시 중단됐고 충격을 받은 관객 일부는 병원 치료를 받은 것으로 전해졌습니다.
10675,사고 당시 장면은 아이돌 팬들의 카메라에 담겨 온라인 상으로 빠르게 확산되고 있습니다.
10676,존 리카추보안장관은 이날 오전 성명을 통해 이번 사고로 충격을 받았다며 문화체육관광국 등 관계 당국에 철저한 사고 조사와 유사 행사의 안전 요구 사항 검토를 지시했다고 밝혔습니다.
10677,콘서트를 기획한 PCCW 기업 산하 메이커빌과 뮤직네이션은 사과문을 발표하며 부상당한 댄서들을 지원하기 위해 할 수 있는 모든 것을 하겠다고 약속했습니다.
10678,임영웅 데뷔 첫 전국투어 단독콘서트도 매회 전석 매진을 기록하며 대한민국을 뜨겁게 달구고 있다.
10679,(엑스포츠뉴스 김현정 기자) 이십세기 힛트쏭이 명실상부한 남자 그룹 메인 보컬들을 소환한다.
10680,비주얼 메인 보컬의 위엄을 보여준 김영민의 과거 무대 영상에는 노래도 혼자 다 하고 얼굴도 제일 잘생겼다 라이브를 음원처럼 불렀구나 등 칭찬 댓글이 넘쳐난다.
10681,김희철 역시 나도 록 밴드가 좋아서 SM에 입사했지만 아이돌로 데뷔했다라고 밝히며 동질감을 느낀다.
10682,김희철이 힛트쏭을 통해 처음 들었던 H. O. T. 의 노래는 무엇일지 궁금증이 모인다.
10683,이성현은 춘향가 중 박석치 대목으로 호평을 받으며 성악 부문 금상과 더불어 전체 대상의 영예를 안았다.
10684,뷔는 데뷔 초부터 완성형 비주얼과 남다른 끼로 무장한 무대에서 뭘 해야 하는지를 아는 멤버였다.
10685,정형화된 안무 위에 자기만의 멋을 더하고 큰 키와 화려한 비주얼로 종합 시각예술인 K팝의 묘미를 극대화시킨다.
10686,일본 유명 음악 전문 매체 리얼 사운드(real sound)는 “퍼포먼스 전반에서 ‘자연스러운 춤선’을 표현하는 것은 뷔가 가장 잘할 것이다.
10687,아이돌적인 측면에서 외모와 캐릭터가 모두 중요한 역할을 하는 동시에 퍼포먼스 측면에서는 전체의 ‘맛’을 결정하는데 중요한 엑센트를 담당하고 있는 멤버라는 극찬을 남겼다.
10688,뷔가 아이돌의 아이돌로 불리며 후배 아이돌들이 뷔의 직캠을 무대 교과서로 삼는 이유 또한 타고난 뷔의 재능과 이를 더욱 빛내는 끈임없는 노력에서 찾을 수 있다.
10689,팬들 역시 무대 위 포효하는 호랑이 같은 카리스마에 반하고 곰돌이처럼 몽글몽글한 귀여움에 치여 호랑이파와 곰돌이파를 오가며 출구 없는 매력을 경험하곤 한다.
10690,텐아시아강민경 기자 /사진김민지 전 아나운서 인스타그램김민지 전 아나운서가 후배 주시은과 만났다.
10691,그런데 거기에 약간 축구를 (많이) 곁들인이라는 글과 함께 한 장의 사진을 게재했다.
10692,뉴스엔 이슬기 기자 이대휘가 아이돌로서 프로듀서들의 전쟁에 참여하는 포부를 전했다.
10693,이날 프로듀서들은 저마다 자부심을 갖고 대면식에 나섰고 이대휘가 등장하자 프로듀서들은 당황하는 얼굴을 감추지 못했다.
10694,저희랑 다른 직업을 가진 사람이라 생각한다며 선을 긋는 모습을 보이기도 했다.
10695,라이언전은 친분이 있는 이대휘를 반기면서도 네가 여기서 왜 나와라고 말했다.
10696,아이돌하면 할 줄 아는 게 없고 곡을 무조건 받고 하는 수동적인 이미지가 있다.
10697,일본에서 보내는 바쁜 스케쥴 중에도 화상으로 그룹 위클리와 소통 프로듀싱하는 모습을 보였다.
10698,또 그는 아이돌 이대휘의 편견을 빼고 프로듀서 이대휘를 당당히 보여드리겠습니다라고 밝혔다.
10699,픽보이 정키 등은 이대휘의 센스를 칭찬하고 인정하는 모습을 보여 눈길을 끌었다.
10700,라이언전 팔로알토 정키 픽보이 김승수 파테코(PATEKO) 도코 LAS(라스) 빅나티(BIG Naughty) 이대휘 등이 출연한다.
10701,비주얼 메인 보컬의 위엄을 보여준 김영민의 과거 무대 영상에는 노래도 혼자 다 하고 얼굴도 제일 잘생겼다 라이브를 음원처럼 불렀구나 등 칭찬 댓글이 넘쳐난다.
10702,사진KBS Joy &lt;이십세기 힛트쏭&gt; 또 김영민은 원래 가수가 아닌 배우가 꿈이었다고 알려져 눈길을 끈다.
10703,김희철 역시 나도 록 밴드가 좋아서 SM에 입사했지만 아이돌로 데뷔했다라고 밝히며 동질감을 느낀다.
10704,과연 김희철이 힛트쏭을 통해 처음 들었던 H. O. T. 의 노래는 무엇일지 궁금증이 모인다.
10705,한편 팬들을 살뜰히 챙기는 팬 바보로 알려진 임영웅은 유튜브 팬카페 SNS 등을 통해 팬들과 활발하게 소통하고 있다.
10706,마이데일리 박윤진 기자 가수 겸 배우 소이가 동안 끝판왕임을 입증하는 사진을 공개했다.
10707,장소는 서울 서촌이고 소이는 긴 머리에 캐주얼한 옷차림을 하고 야외 테라스에 앉아 근사한 분위기를 즐기는 모습이다.
10708,소이는 조류인간 폭력의 씨앗 프랑스 영화처럼 등 다수의 독립영화를 통해 인상 깊은 연기를 펼쳤으며 자신이 직접 제작 각본 연출한 영화 마이에그즈와 리바운드로 각종 영화제에서 주목받았다.
10709,리즈 시절을 찾아볼 수 없이 오 남매 육아에 지쳐 나를 잃어버린 ‘다시 언니’의 이번 ‘고백(Go-Back)’ 주인공은 절찬 육아 중인 장윤정과 별의 공감을 불러일으킨다.
10710,육아 스트레스 변해버린 모습에 대한 주변의 말들이 모두 상처가 되어 자신감조차 모두 잃은 주인공의 모습을 지켜보던 남편이 직접 ‘다시 언니’에 사연을 신청하게 된 것.
10711,남편의 전근으로 인한 주말부부 생활 꽉 묶은 머리와 아기 띠 매기 편한 옷들로 가득 찬 옷장의 모습과 많이 변한 그녀의 현재 모습에 스튜디오는 안타까움에 빠졌다고.
10712,그리고 ‘라이프 캠’을 통해 아이들 밥 챙기느라 제대로 끼니를 때우지 못하고 공복에 커피로 에너지를 채우는 모습은 동갑내기 별과 장윤정의 큰 공감을 불러일으킨다.
10713,이에 한의학 박사 방민우는 커피를 마실 수밖에 없다면 건강한 보약 커피를 마시는 것을 제안하며 카페인 흡수 감소에 도움을 주는 해방식단을 공개해 별을 포함한 출연진들의 환호를 받는다.
10714,한편 주인공의 잃어버린 미소를 찾아 주기 위해 별이 직접 준비한 ‘별의별 선물’과 라이프 크루들의 ‘현재 모습은 이제 안녕 KO 솔루션’을 통해 누구의 엄마가 아닌 여자 ‘이기선’의 마마돌이라 해도 믿을 만한 화려한 변신을 선보일 예정이다.
10715,‘다시 언니’는 인생 두 번째 리즈를 꿈꾸는 여성들의 건강하고 아름다운 라이프 스타일을 위해 의뢰인의 일상을 들여다보고 그에 맞는 처방과 변화를 제안하는 공감 라이프 체인지 프로그램이다.
10716,(엑스포츠뉴스 김예은 기자) 고(故) 배우 최진실의 딸인 최준희가 아이돌 포스를 뽐냈다.
10717,공개된 영상 속 최준희는 핑크색 드레스를 입고 무대 위에서 안무를 선보이는 듯한 모습.
10718,헤어스타일부터 메이크업 의상까지 아이돌 데뷔 착각을 부를 만한 최준희의 근황이 눈길을 끈다.
10719,만약 데뷔한다면 팬클럽 이름을 무엇으로 하고 싶냐는 질문엔 데뷔 할 예정은 없지만 한다면 우니들이라고 부르고 싶어요.
10720,송백경 SNS 캡처그룹 원타임 출신 송백경이 아이돌 곡 대리 작곡을 고백했다.
10721,그 그룹 멤버가 지 스스로 작곡했다는 노래 (별로 유명한 노래도 아님) 근데 그거~~ 실은 내가 돈 한푼 안받고 싸구려 우정으로 대리작곡 해준 거라는 글을 올려 자신이 대리 작곡을 했다고 주장했다.
10722,송백경은 “난 낯짝이 얇아서 연예인 그만 둔 지 오래거든이라며 폭로를 해도 상관이 없다고 밝혔다.
10723,미드나잇츠는 발매되자마자 밀리언셀러로 올라서면서 올해 미국에서 가장 많이 팔린 앨범이 됐다.
10724,이에 K팝 아이돌 팬덤 못지않게 탄탄한 테일러 스위프트 팬덤은 SNS 상에서 차트를 줄세우기를 달성하기 위해 음원 다운로드를 독려하는 분위기다.
10725,테일러 스위프트가 심적인 아픔과 고뇌로 잠을 이루지 못한 순간들을 기억하며 만든 자전적 이야기들을 담았다.
10726,그러면서 송백경은 난 낯짝이 얇아서 연예인 그만둔 지 오래다라며 한 아이돌 멤버를 겨냥한 듯한 발언을 했다.
10727,undergrOund idOl는 매달 온리원오브 멤버 각자가 무대 위 빛나는 아이돌들의 밑바닥 혹은 내면을 이야기하는 프로젝트.
10728,준지는 유정과 규빈에 이어 세 번째 주자로 lyOn(라이온 팬덤명)과 만난다.
10729,먼저 be mine은 섬세하면서도 파워풀한 피아노 인트로와 감각적인 트랩 스타일의 강력한 비트 플럭 사운드가 특징인 곡이다.
10730,준지는 be mine의 작곡에도 참여해 넘치는 음악적 재능과 진정성을 드러냈다.
10731,여기에 한층 성숙미를 더한 준지의 유혹적인 보컬톤과 리드미컬한 랩을 be mine에서 만나볼 수 있다.
10732,준지의 매력적인 목소리는 입체적인 완급조절을 가미한 악기 편곡과 어우러져 리스너들을 더욱 빠져들게 만들 전망이다.
10733,뮤직비디오와 광고 예능은 물론 영화 돈가방 뷰티풀 보이스 치악산 걸스 인 더 케이지 등 다방면에서 활약한 김선웅 감독이 유정 규빈의 솔로 뮤비에 이어 메가폰을 잡아 준지의 특별함을 더욱 부각시켰기 때문.
10734,수록곡 cOy (art pOp remix)는 앞서 발매한 Produced by myself 앨범의 수록곡 cOy를 리믹스한 온리원오브의 단체 넘버로 재지한 라인과 로파이 피아노 사운드 콘트라베이스를 가미해 원곡과는 색다른 색깔을 탄생시켰다.
10735,그윽한 눈빛을 담아낸 티저 이미지부터 리에와의 애틋한 브로맨스로 화제를 모은 be mine 뮤직비디오 티저까지.
10736,뉴스엔 서유나 기자 박기영 민서 경서 서기가 축구부터 본업까지 솔직히 전하며 입담을 발휘했다.
10737,이날 서기는 축구를 왜 이렇게 잘 하냐는 질문에 친오빠가 있어 어렸을 때부터 취미로 구기운동을 같이 했다.
10738,경서와 서기는 그래서 축구 실력 덕에 섭외가 된 거냐는 질문에 발라드 신생팀을 모집하고 있어서 지원 한 것이라고 정정했다.
10739,경서는 골때녀 기회가 올 거라 생각해 미리 준비를 하기도 했냐고 묻자 공을 좀 사보고 있었다.
10740,박기영은 골때녀 프로그램 자체를 잘 몰랐다며 엄마 역할이 필요하다고 하시며 기획안을 보내주셨는데 제가 나이가 있잖나.
10741,서기는 BTS 춤 춘 그 가수냐는 한 청취자의 질문에 즉석에서 I NEED U 댄스를 보여줘 모두의 이목을 집중시켰다.
10742,실제 박기영은 저희 딸이 제일 좋아하는 가수이라고 경서의 인기를 증언했다.
10743,민서는 최근 에세이 작가가 된 것을 언급하며 작년에 애정하는 사람이라는 에세이를 출간했다.
10744,노래하는 사람인데 가사를 못 쓰면 부끄러울 것 같아 오히려 안 써지게 되더라고 토로했다.
10745,민서는 영화 화평반점으로 스크린 데뷔를 앞두고 있는 것도 전하며 열심히 살다 보니까 여러가지를 할 수 있게 되더라고 너스레 떨었다.
10746,이런 민서의 라이브를 들은 김태균은 말할 때는 씩씩한데 노래할 땐 우아하다고 평했다.
10747,그러던 중 박기영의 중학교 동문인데 그녀가 과거 춤을 잘 췄다는 목격담이 왔다.
10748,춤 끊은 지 너무 오래 됐다면서 제가 아이돌로 데뷔할 뻔했다가 너무 음악이 하고 싶어서 소속사 사장님과 엄청난 대치 끝에 춤을 안 추는 뮤지션으로 데뷔했다.
10749,박기영은 과거 아르바이트로 백업 댄서도 하긴 했으나 이제는 아이를 키우다 보니 안 된다고 못박았다.
10750,서기는 아직 연애를 해본 적이 없어 노래를 쓰지 못한다고 밝혀 눈길을 끌었다.
10751,서기는 노래를 쓰려고 해도 다들 공감이 안 간다고 이거 아니라고 하시더라고 설명했고 박기영은 연애 해보고 싶은 마음을 써보라고 깨알같이 조언했다.
10752,이에 괴성을 지른 박기영은 스포하는 느낌이라는 김태균 말에 알려드릴 수 없어서.
10753,/사진김가영 인스타그램기상캐스터 겸 방송인 김가영이 아이돌 못지않은 상큼한 미모를 뽐냈다.
10754,공개된 사진 속에는 김가영이 양 갈래로 땋은 헤어스타일로 소녀 같은 미소를 머금는 모습이 담겼다.
10755,이를 본 네티즌들은 무적 무적 미모 폭발 오늘도 상큼한 하루 보내시길 바라요 양 갈래 헤어스타일이 너무 잘 어울리세요 등의 반응을 보였다.
10756,JAPAN 유튜브 캡처헤럴드POP정현태기자 일본 유명 아이돌 기획사 쟈니스 사무소 출신 마에다 코키가 창업주 쟈니 키타가와에 대해 폭로했다.
10757,쟈니스 주니어는 쟈니스 사무소에서 정식 데뷔하기 전 연습생으로 활동하는 단계다.
10758,쟈니스 주니어에 소속돼 있을 때 제한사항 같은 건 없었느냐는 물음에 마에다 코키는 특별한 제한은 없었지만 제가 활동하던 시기 저 같은 경우는 머리를 밝은 색으로 염색하지 못했다라고 밝혔다.
10759,연애를 하는 것을 금지하지는 않았지만 데이트 중인 모습이 찍히는 건 주의하라고 했다라고 전했다.
10760,마에다 코키는 여성 팬뿐만 아니라 남성 팬 전 세계 사람들을 상대로 퍼포먼스를 하고 싶어 소속사를 나왔다라고 밝혔다.
10761,그는 그와 성관계를 하면 데뷔를 할 수 있는 특권을 누릴 수 있어 그것을 바란 몇몇 주니어도 있었다라고 주장했다.
10762,끝으로 마에다 코키는 이것이 성추행인지 아닌지는 확실히 알 수 없지만 쟈니스 주니어와 쟈니 키타가와 사이 성적인 관계가 있었던 것은 확실하다라고 했다.
10763,데못죽은 백덕수 작가의 현대 판타지 소설로 정해진 기간 내 아이돌로 데뷔하지 못하면 죽음을 맞이해야 하는 인물 박문대와 그가 속한 아이돌 그룹 테스타의 성공적인 데뷔 과정을 담았다.
10764,특히 데못죽의 테스타는 활자로 존재하는 아이돌이지만 실제 아이돌 못지않은 거대한 팬덤을 양산해내 많은 관심을 받았다.
10765,온라인 팬카페 외에도 팬아트 등 온라인 팬덤 활동과 함께 멤버들의 생일을 축하하는 옥외광고 등 오프라인 팬덤 활동도 활발히 이뤄지고 있다.
10766,웹툰 공개를 앞두고 웹소설 열람자 수 및 누적 조회수 트위터 팔로우 수도 가파르게 상승하고 있다.
10767,카카오엔터는 팬들의 즐거움을 끌어올리기 위해 웹툰 론칭 과정도 실제 아이돌 데뷔 과정을 오마주한 스토리텔링으로 진행하고 있다.
10768,아주사 트위터 계정은 연습생들의 비하인드 컷과 스페셜 MC를 공개하는 등 오디션 서바이벌 프로그램 그대로의 상황을 재현한다.
10769,팬들도 아주사 계정에 다양한 응원 댓글을 남기며 데못죽을 향해 높은 몰입도를 보인다.
10770,이에 대해 황현수 카카오엔터테인먼트 스토리부문 대표는 국내 IP 시장을 이끌어온 카카오엔터테인먼트는 IP의 새로운 가능성 중 하나가 바로 슈퍼 크리에이터를 넘어선 슈퍼 팬들로부터 생겨날 것으로 전망하고 있다며 웹소설에 이은 데못죽 웹툰 또한 새로운 IP 팬덤 문화의 장이 되도록 노력해 나가겠다고 말했다.
10771,공개된 사진 속엔 신지와 코요태 멤버인 김종민 빽가가 일명 계단샷이라 불리는 아이돌들의 포즈를 따라하는 모습이 담겼다.
10772,신지는 최근 다이어트를 성공한 모습으로 크롭티에 미니스커트를 매치했음에도 군살 하나 없는 마른 몸매와 밝은 미소로 눈길을 끌었다.
10773,이를 본 팬들은 ㅋㅋㅋㅋㅋㅋ 넘모 귀여워요 언니 너무 귀여우시고 예쁘세요 자연스러워요 역시!!
10774,방탄소년단 RM /방탄소년단 트위터 캡처미국 일간지 뉴욕타임스(NYT)가 방탄소년단 리더 RM의 예술 후원자라는 새 역할에 대해 보도했다.
10775,RM은 앞서 아트 바젤의 팟캐스트 인터뷰에서 소장 작품을 전시할 예술 공간을 만들고 싶다는 포부를 밝힌 바 있다.
